"book_id","isbn","authors","original_publication_year","original_title","title","language_code","image_url"
9094,"1451648448","Clint Hill, Lisa McCubbin",2012,"nan","Mrs. Kennedy and Me: An Intimate Memoir","eng","https://images.gr-assets.com/books/1333714646m/13230263.jpg"
9095,"078572902X","W.P. Kinsella",1982,"Shoeless Joe","Shoeless Joe","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9096,"1595540547","Charles Martin",2006,"When Crickets Cry","When Crickets Cry","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9097,"1451697384","Naomi Klein",2014,"This Changes Everything: Capitalism vs. The Climate","This Changes Everything: Capitalism vs. The Climate","eng","https://images.gr-assets.com/books/1418103804m/21913812.jpg"
9098,"61714321","Richard Kadrey",2011,"Aloha from Hell","Aloha from Hell (Sandman Slim, #3)","en-US","https://images.gr-assets.com/books/1302271758m/10439703.jpg"
9099,"nan","Aurora Rose Reynolds",2014,"nan","Until Lilly (Until, #3)","eng","https://images.gr-assets.com/books/1390784751m/18781540.jpg"
9100,"006095955X","Peter Jenkins",1979,"A Walk Across America","A Walk Across America","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9101,"nan","Olivia Cunning",2012,"Try Me","Try Me (One Night with Sole Regret, #1)","eng","https://images.gr-assets.com/books/1347142317m/13649056.jpg"
9102,"034544177X","Michael Patrick MacDonald",1999,"All Souls: A Family Story from Southie","All Souls: A Family Story from Southie","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9103,"1857231031","Terry Brooks",1987,"Wizard at Large ","Wizard at Large (Magic Kingdom of Landover, #3)","nan","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9104,"60795484","William March, Elaine Showalter",1954,"The Bad Seed ","The Bad Seed","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9105,"nan","Kim Karr",2013,"Connected","Connected (Connections, #1)","eng","https://images.gr-assets.com/books/1362012971m/16279715.jpg"
9106,"1409522016","L.A. Weatherly",2011,"Angel Fire","Angel Fire (Angel, #2)","eng","https://images.gr-assets.com/books/1329013097m/9553503.jpg"
9107,"1414339364","Ira Wagler",2011,"Growing up Amish","Growing Up Amish","eng","https://images.gr-assets.com/books/1406514526m/10870589.jpg"
9108,"nan","Toni Aleo",2011,"nan","Taking Shots (Assassins, #1)","eng","https://images.gr-assets.com/books/1362421812m/17504320.jpg"
9109,"nan","J.  Daniels",2014,"Sweet Addiction","Sweet Addiction (Sweet Addiction, #1)","eng","https://images.gr-assets.com/books/1407086989m/22857396.jpg"
9110,"1596434872","Steve Sheinkin",2012,"Bomb: The Race to Build—and Steal—the World's Most Dangerous Weapon","Bomb: The Race to Build—and Steal—the World's Most Dangerous Weapon","eng","https://images.gr-assets.com/books/1424981656m/13170021.jpg"
9111,"375703403","Suketu Mehta",2004,"Maximum City: Bombay Lost and Found","Maximum City: Bombay Lost and Found","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9112,"736423087","Bob Grant",1941,"nan","Bambi","eng","https://images.gr-assets.com/books/1320545771m/831470.jpg"
9113,"312352182","Carolly Erickson",1980,"The Last Wife of Henry VIII","The Last Wife of Henry VIII","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9114,"040405109X","Edgar Allan Poe",1849,"The Complete Tales and Poems of Edgar Allan Poe","The Complete Tales and Poems","eng","https://images.gr-assets.com/books/1388017636m/132314.jpg"
9115,"044656432X","Douglas Preston, Lincoln Child",2011,"Gideon's Sword","Gideon's Sword (Gideon Crew, #1)","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9116,"451199928","Agatha Christie",1964,"A Caribbean Mystery","A Caribbean Mystery (Miss Marple, #10)","eng","https://images.gr-assets.com/books/1309280346m/31300.jpg"
9117,"440243394","Danielle Steel",1994,"nan","Accident","nan","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9118,"159523103X","Brian Kilmeade, Don Yaeger",2013,"nan","George Washington's Secret Six: The Spy Ring That Saved the American Revolution","eng","https://images.gr-assets.com/books/1385349402m/17707603.jpg"
9119,"345396685","Sharon Kay Penman",1994,"When Christ and His Saints Slept","When Christ and His Saints Slept  (Henry II & Eleanor of Aquitaine, #1)","eng","https://images.gr-assets.com/books/1333577582m/43841.jpg"
9120,"307021858","Eugene Bradley Coco, Ron Dias",1992,"Pinocchio (A Little Golden Book)","Pinocchio","nan","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9121,"034552666X","Peter F. Hamilton",2012,"Great North Road","Great North Road","eng","https://images.gr-assets.com/books/1344371600m/13573419.jpg"
9122,"nan","Christine Zolendz",2012,"nan","Fall From Grace (Mad World, #1)","en-GB","https://images.gr-assets.com/books/1349538226m/15768536.jpg"
9123,"140003292X","Anton Chekhov, Richard Pevear, Larissa Volokhonsky",1896,"nan","The Complete Short Novels","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9124,"394837363","Stan Berenstain, Jan Berenstain",1978,"nan","The Berenstain Bears Go to School","en-US","https://images.gr-assets.com/books/1344369033m/900070.jpg"
9125,"1844285081","H.A. Rey",1947,"Curious George Takes a Job","Curious George Takes a Job","nan","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9126,"1563895285","Jeph Loeb, Tim Sale, Bjarne Hansen",2001,"Superman for All Seasons","Superman for All Seasons","en-US","https://images.gr-assets.com/books/1343797123m/106859.jpg"
9127,"1585101435","Federico García Lorca, Antonio Sobejano-Moran, Paola Bianco",1945,"La casa de Bernarda Alba","La casa de Bernarda Alba","nan","https://images.gr-assets.com/books/1328758570m/22995.jpg"
9128,"312546602","Sherrilyn Kenyon",2011,"Retribution","Retribution (Dark-Hunter, #19)","en-US","https://images.gr-assets.com/books/1315222730m/9065265.jpg"
9129,"99436922","Irvine Welsh",2001,"Glue","Glue","eng","https://images.gr-assets.com/books/1357448113m/23960.jpg"
9130,"1613125348","A.G. Howard",2014,"Unhinged","Unhinged (Splintered, #2)","eng","https://images.gr-assets.com/books/1366994000m/17449197.jpg"
9131,"000735049X","Cecelia Ahern",2014,"How to Fall in Love","How to Fall in Love","eng","https://images.gr-assets.com/books/1373279911m/18161265.jpg"
9132,"552143545","Judith McNaught",1994,"Until You","Until You (Westmoreland, #3)","en-US","https://images.gr-assets.com/books/1354435714m/129618.jpg"
9133,"786939508","R.A. Salvatore",2000,"nan","Servant of the Shard (Forgotten Realms: Paths of Darkness, #3; The Sellswords, #1)","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9134,"310210062","Lettie B. Cowman, James Reimann",1904,"Streams in the Desert","Streams in the Desert","nan","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9135,"1439148015","Jennifer Estep",2010,"nan","Venom (Elemental Assassin, #3)","eng","https://images.gr-assets.com/books/1269891027m/7614747.jpg"
9136,"nan","Cassandra Clare, Joshua Lewis",2013,"The Shadowhunter's Codex","The Shadowhunter's Codex","eng","https://images.gr-assets.com/books/1358696072m/13568619.jpg"
9137,"1577344677","Chris Heimerdinger",1989,"Tennis Shoes Among the Nephites (Tennis Shoes, #1)","Tennis Shoes Among the Nephites (Tennis Shoes, #1)","eng","https://images.gr-assets.com/books/1442362440m/121809.jpg"
9138,"738703915","Laurie Faria Stolarz",2003,"Blue Is for Nightmares","Blue is for Nightmares (Blue is for Nightmares, #1)","en-US","https://images.gr-assets.com/books/1350054787m/477338.jpg"
9139,"517219026","Stephen King",1983,"Three Complete Novels: Carrie/Salem's Lot/The Shining","Carrie / 'Salem's Lot / The Shining","eng","https://images.gr-assets.com/books/1376725117m/5417.jpg"
9140,"553806610","Kelley Armstrong",2008,"Personal Demon","Personal Demon (Women of the Otherworld, #8)","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9141,"575097361","Brandon Sanderson",2011,"The Way of Kings, Part 1","The Way of Kings, Part 1 (The Stormlight Archive #1.1)","eng","https://images.gr-assets.com/books/1357609842m/9329354.jpg"
9142,"1439150001","Richard Paul Evans",2009,"The Christmas List","The Christmas List","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9143,"60539097","Jenna Jameson, Neil Strauss",2004,"How to Make Love Like a Porn Star: A Cautionary Tale","How to Make Love Like a Porn Star: A Cautionary Tale","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9144,"446606243","Brad Meltzer",1997,"The Tenth Justice","The Tenth Justice","nan","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9145,"316098868","Anita Shreve",2013,"nan","Stella Bain","nan","https://images.gr-assets.com/books/1380048229m/17333237.jpg"
9146,"7325940","Derek Landy",2010,"Dark Days","Dark Days (Skulduggery Pleasant, #4)","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9147,"451190548","Stephen King",1996,"The Green Mile, Part 3: Coffey's Hands","The Green Mile, Part 3: Coffey's Hands","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9148,"821780654","Jacquelyn Frank",2006,"Jacob","Jacob (Nightwalkers, #1)","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9149,"451411528","Katie MacAlister",2004,"nan","You Slay Me (Aisling Grey #1)","en-US","https://images.gr-assets.com/books/1310496976m/50750.jpg"
9150,"857520660","Rachel Joyce",2013,"Perfect","Perfect","eng","https://images.gr-assets.com/books/1367838351m/17192373.jpg"
9151,"590442872","Norman Bridwell",1966,"Clifford's Halloween (Clifford)","Clifford's Halloween","eng","https://images.gr-assets.com/books/1328835774m/615233.jpg"
9152,"375828192","Philip Pullman, John Lawrence",2003,"Lyra's Oxford","Lyra's Oxford (His Dark Materials, #3.5)","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9153,"373210329","Rachel Vincent",2011,"If I Die (Soul Screamers, #5)","If I Die (Soul Screamers, #5)","eng","https://images.gr-assets.com/books/1304024127m/8803932.jpg"
9154,"316211176","James Patterson, Mark T. Sullivan",2013,"Private Berlin","Private Berlin (Private #5)","eng","https://images.gr-assets.com/books/1340758912m/14781219.jpg"
9155,"553576798","Lisa Gardner",1999,"The Other Daughter","The Other Daughter","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9156,"803710402","Mary Hoffman, Caroline Binch",1991,"Amazing Grace","Amazing Grace","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9157,"345440781","David Eddings, Leigh Eddings",2000,"The Redemption of Althalus","The Redemption of Althalus","nan","https://images.gr-assets.com/books/1403185455m/110692.jpg"
9158,"156007479","Emma Donoghue",2000,"Slammerkin","Slammerkin","eng","https://images.gr-assets.com/books/1315155075m/44543.jpg"
9159,"380790076","Rachel Gibson",1998,"Simply Irresistible","Simply Irresistible (Chinooks Hockey Team, #1)","eng","https://images.gr-assets.com/books/1170538816m/60220.jpg"
9160,"425246957","Julie James",2012,"About That Night","About That Night (FBI/US Attorney, #3)","eng","https://images.gr-assets.com/books/1342553249m/11235783.jpg"
9161,"1421500620","Bisco Hatori",2004,"桜蘭高校ホスト部 3","Ouran High School Host Club, Vol. 3 (Ouran High School Host Club, #3)","eng","https://images.gr-assets.com/books/1393731667m/1087205.jpg"
9162,"312346069","Nancy Tillman",2005,"On the Night You Were Born","On the Night You Were Born","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9163,"345524942","Rachel Bertsche",2011,"nan","MWF Seeking BFF: My Yearlong Search For A New Best Friend","eng","https://images.gr-assets.com/books/1353033305m/11104030.jpg"
9164,"nan","Brandon Sanderson, Jon Foster",2014,"Legion: Skin Deep","Skin Deep (Legion, #2)","eng","https://images.gr-assets.com/books/1404932663m/20886354.jpg"
9165,"nan","Jennifer L. Armentrout",2014,"Wicked","Wicked (A Wicked Saga, #1)","eng","https://images.gr-assets.com/books/1410783827m/22895264.jpg"
9166,"006173506X","Meg Cabot",2010,"Insatiable","Insatiable (Insatiable, #1)","eng","https://images.gr-assets.com/books/1479654144m/6953500.jpg"
9167,"nan","J.  Daniels",2014,"Where I Belong","Where I Belong (Alabama Summer, #1)","eng","https://images.gr-assets.com/books/1404019520m/22600903.jpg"
9168,"778324516","Debbie Macomber",2007,"Back on Blossom Street","Back on Blossom Street (Blossom Street, #4)","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9169,"1615731075","François Lelord, Lorenza García",2002,"Le Voyage d’Hector ou la recherche du bonheur","Hector and the Search for Happiness","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9170,"446699454","Joshilyn Jackson",2006,"Between, Georgia","Between, Georgia","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9171,"312932782","Jennifer Crusie",2002,"Faking It ","Faking It (Dempseys, #2)","eng","https://images.gr-assets.com/books/1311973997m/33729.jpg"
9172,"99461099","Haruki Murakami, Alfred Birnbaum, Philip Gabriel",1997,"アンダーグラウンド [Andāguraundo]","Underground: The Tokyo Gas Attack and the Japanese Psyche","eng","https://images.gr-assets.com/books/1443692668m/17801.jpg"
9173,"743428188","Indu Sundaresan",2002,"The Twentieth Wife","The Twentieth Wife (Taj Mahal Trilogy, #1)","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9174,"nan","Erica Stevens",2012,"nan","Captured (The Captive, #1)","en-GB","https://images.gr-assets.com/books/1364810534m/15059301.jpg"
9175,"345354915","Piers Anthony",1980,"Split Infinity (Apprentice Adept, #1)","Split Infinity  (Apprentice Adept #1)","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9176,"310263468","Rob Bell",2007,"Sex God: Exploring the Endless Connections Between Sexuality And Spirituality","Sex God: Exploring the Endless Connections between Sexuality and Spirituality","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9177,"7245823","Isabel Wolff",2009,"A Vintage Affair","A Vintage Affair","en-GB","https://images.gr-assets.com/books/1327878847m/5556595.jpg"
9178,"014013168X","Hanif Kureishi",1990,"The Buddha of Suburbia","The Buddha of Suburbia","eng","https://images.gr-assets.com/books/1344618639m/302998.jpg"
9179,"62118692","Sarah Crossan",2012,"Breathe","Breathe (Breathe, #1)","en-US","https://images.gr-assets.com/books/1330286837m/11544466.jpg"
9180,"425128164","Brian Coffey, Dean Koontz",1980,"The Voice of the Night ","The Voice of the Night","eng","https://images.gr-assets.com/books/1308461608m/64949.jpg"
9181,"nan","Alex Rosenberg",2015,"The Girl from Krakow","The Girl from Krakow","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9182,"374180652","Michael J. Sandel",2009,"Justice: What's the Right Thing to Do?","Justice: What's the Right Thing to Do?","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9183,"1455530093","Mitchell Zuckoff",2014,"13 Hours: The Inside Account of What Really Happened In Benghazi","13 Hours: The Inside Account of What Really Happened In Benghazi","eng","https://images.gr-assets.com/books/1411493281m/22608582.jpg"
9184,"758232004","Richelle Mead",2010,"Succubus Shadows ","Succubus Shadows (Georgina Kincaid, #5)","en-US","https://images.gr-assets.com/books/1315977677m/6916963.jpg"
9185,"446550000","Leila Meacham",2010,"Roses","Roses","en-US","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9186,"312932812","Jennifer Crusie",1999,"Crazy For You","Crazy For You","nan","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9187,"1400066124","Maya Angelou",2008,"Letter to My Daughter","Letter to My Daughter","eng","https://images.gr-assets.com/books/1320448534m/4016515.jpg"
9188,"61187844","Lionel Shriver",2007,"The Post-Birthday World ","The Post-Birthday World","eng","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9189,"439700418","Mordicai Gerstein",2003,"The Man Who Walked Between the Towers","The Man Who Walked Between the Towers","en-GB","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
9190,"1442472057","Cassandra Clare",2012,"nan","City of Bones / City of Ashes / City of Glass / City of Fallen Angels / City of Lost Souls (The Mortal Instruments, #1-5)","nan","https://images.gr-assets.com/books/1344663518m/14367051.jpg"
9191,"151010404","José Saramago, Margaret Jull Costa",2002,"O Homem Duplicado","The Double","en-US","https://images.gr-assets.com/books/1328876706m/54120.jpg"
